独栋·魔方公寓 北京石榴庄店 一居室(精致典雅) 1室1厅,北京石榴庄,3890-4090元/月,https://bj.zu.ke.com/apartment/22523.html
整租·林业楼 2室1厅 东/西,林业楼,4300元/月,https://bj.zu.ke.com/zufang/BJ2402635002115801088.html
整租·朝丰家园 2室1厅 南/北,朝丰家园,4300元/月,https://bj.zu.ke.com/zufang/BJ2402817581124952064.html
整租·刘家窑南里 1室1厅 西南,刘家窑南里,4300元/月,https://bj.zu.ke.com/zufang/BJ2401374388629798912.html
整租·鸿博家园A区 1室1厅 南/北,鸿博家园A区,3500元/月,https://bj.zu.ke.com/zufang/BJ2401248769661206528.html
整租·管庄西里 2室1厅 西,管庄西里,4300元/月,https://bj.zu.ke.com/zufang/BJ2401337409591066624.html
整租·11站 1室0厅 北,11站,3500元/月,https://bj.zu.ke.com/zufang/BJ2402067031831879680.html
整租·西湖新村 1室1厅 复式 南,西湖新村,2800元/月,https://bj.zu.ke.com/zufang/BJ2402014022254993408.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 双12特价2590元 开间,窝趣北京高碑,2590元/月,https://bj.zu.ke.com/apartment/6272.html
整租·和平家园小区 2室1厅 南/北,和平家园小区,3700元/月,https://bj.zu.ke.com/zufang/BJ2401366782083604480.html
独栋·条玛青年公寓 条玛青年公寓北京立水桥三期 时尚户型 开间,条玛青年公寓北京立水桥三期,3700-4500元/月,https://bj.zu.ke.com/apartment/23646.html
整租·红庙北里 2室1厅 南/北,红庙北里,4500元/月,https://bj.zu.ke.com/zufang/BJ2401946346237476864.html
独栋·ZOME己美·严选 北京陶然亭地铁站店 极致套房 开间,北京陶然亭地铁站,2300元/月,https://bj.zu.ke.com/apartment/17942.html
整租·绿岛苑东区 2室1厅 南/北,绿岛苑东区,5000元/月,https://bj.zu.ke.com/zufang/BJ2401384482876686336.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 双12复式2990元 1室1厅,窝趣北京高碑,2990元/月,https://bj.zu.ke.com/apartment/6272.html
独栋·泊寓 空港店 Mini 1室1厅,空港,1500-1650元/月,https://bj.zu.ke.com/apartment/24511.html
独栋·ZOME己美·精选 北京亦庄荣京东街店 极致套房 开间,北京亦庄荣京东街,2200-3150元/月,https://bj.zu.ke.com/apartment/21798.html
整租·管庄西里 2室1厅 南/北,管庄西里,4800元/月,https://bj.zu.ke.com/zufang/BJ2401205848056528896.html
独栋·泊寓 安贞店 Standard 1室1厅,安贞,4200元/月,https://bj.zu.ke.com/apartment/24509.html
整租·南平里 2室1厅 南/北,南平里,3200元/月,https://bj.zu.ke.com/zufang/BJ2401926029380681728.html
独栋·条玛青年公寓 条玛青年公寓北京石景山店 经典户型 开间,条玛青年公寓北京石景山,3200-3400元/月,https://bj.zu.ke.com/apartment/23039.html
整租·车站北里 1室1厅 南/北,车站北里,2500元/月,https://bj.zu.ke.com/zufang/BJ2401480155102461952.html
独栋·ZOME己美·严选 良乡南关地铁站二店 极致套房 开间,良乡南关地铁站,1100元/月,https://bj.zu.ke.com/apartment/22637.html
整租·珠江逸景 2室1厅 南/北,珠江逸景,3500元/月,https://bj.zu.ke.com/zufang/BJ2402139694885511168.html
整租·杨庄小区 1室0厅 东南,杨庄小区,2600元/月,https://bj.zu.ke.com/zufang/BJ2401399152094756864.html
整租·垂杨柳东里 1室0厅 东,垂杨柳东里,4000元/月,https://bj.zu.ke.com/zufang/BJ2401240893077602304.html
整租·新华联家园北区 1室0厅 南,新华联家园北区,3600元/月,https://bj.zu.ke.com/zufang/BJ2401346926759903232.html
整租·天竺新村 2室1厅 南/北,天竺新村,3000元/月,https://bj.zu.ke.com/zufang/BJ2401491496726970368.html
独栋·条玛青年公寓 条玛青年公寓北京双桥地铁站店 金典户型3 开间,条玛青年公寓北京双桥地铁站,3100-3950元/月,https://bj.zu.ke.com/apartment/23644.html
整租·潘家园东里 2室1厅 南,潘家园东里,4800元/月,https://bj.zu.ke.com/zufang/BJ2401246286532845568.html
独栋·魔方公寓 北京百子湾店 一居室(精致典雅) 开间,北京百子湾,3158-3398元/月,https://bj.zu.ke.com/apartment/22518.html
整租·大方居 2室1厅 东,大方居,3200元/月,https://bj.zu.ke.com/zufang/BJ2401227951955263488.html
整租·新潮嘉园二期 1室1厅 南/北,新潮嘉园二期,3000元/月,https://bj.zu.ke.com/zufang/BJ2401946132134494208.html
整租·妇联小区 2室1厅 西,妇联小区,4000元/月,https://bj.zu.ke.com/zufang/BJ2401307734739271680.html
整租·北无宿舍 1室1厅 东,北无宿舍,4000元/月,https://bj.zu.ke.com/zufang/BJ2401221500100689920.html
整租·马坡花园一区 1室2厅 南/北,马坡花园一区,2500元/月,https://bj.zu.ke.com/zufang/BJ2401964319157002240.html
整租·双惠小区 1室1厅 东/西,双惠小区,4500元/月,https://bj.zu.ke.com/zufang/BJ2401313396881358848.html
整租·北花园小区 1室0厅 南,北花园小区,4300元/月,https://bj.zu.ke.com/zufang/BJ2401204785857429504.html
独栋·泊寓 安贞店 Single 1室1厅,安贞,3400元/月,https://bj.zu.ke.com/apartment/24509.html
整租·苇子坑1号院 1室1厅 南,苇子坑1号院,4200元/月,https://bj.zu.ke.com/zufang/BJ2401216417367334912.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 双12特价房无中介费 开间,窝趣北京高碑,2190元/月,https://bj.zu.ke.com/apartment/6272.html
整租·上营新村 1室0厅 南,上营新村,3300元/月,https://bj.zu.ke.com/zufang/BJ2402038449008803840.html
独栋·魔方公寓 北京通州梨园店 一居室(舒适阳光) 1室1厅,北京通州梨园,3298-3407元/月,https://bj.zu.ke.com/apartment/22514.html
整租·六里桥北里 1室1厅 东南/西,六里桥北里,4500元/月,https://bj.zu.ke.com/zufang/BJ2402153265749041152.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 浪漫时光LOFT 1室1厅,窝趣北京高碑,3190-3390元/月,https://bj.zu.ke.com/apartment/6272.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 双12特价2590元 开间,窝趣北京高碑,2590元/月,https://bj.zu.ke.com/apartment/6272.html
独栋·ZOME己美·严选 昌平地铁站店 极致套房 开间,昌平地铁站,1080元/月,https://bj.zu.ke.com/apartment/15671.html
整租·和义东里五区 1室1厅 南,和义东里五区,3200元/月,https://bj.zu.ke.com/zufang/BJ2402057576670822400.html
独栋·柠檬晓生活国际公寓 北京柠檬晓生活公寓 E户型 1室1厅,北京柠檬晓生活公寓,3890-5120元/月,https://bj.zu.ke.com/apartment/24549.html
整租·西罗园北路 1室1厅 南,西罗园北路,4300元/月,https://bj.zu.ke.com/zufang/BJ2401941489778704384.html
独栋·ZOME己美·精选 龙泽地铁站店 雅致套房 开间,龙泽地铁站,3880元/月,https://bj.zu.ke.com/apartment/15778.html
整租·学院南路32号院 1室1厅 南,学院南路32号院,3800元/月,https://bj.zu.ke.com/zufang/BJ2402048941764902912.html
独栋·窝趣轻社区 北京回龙观慧聪园店 工业风有房可预订 1室1厅,北京回龙观慧聪园,2700元/月,https://bj.zu.ke.com/apartment/24154.html
整租·国瑞熙墅 2室1厅 南,国瑞熙墅,3300元/月,https://bj.zu.ke.com/zufang/BJ2403452178338684928.html
整租·樱花园二区 1室1厅 南/北,樱花园二区,2200元/月,https://bj.zu.ke.com/zufang/BJ2402016016218726400.html
整租·南平里 2室1厅 东南,南平里,3200元/月,https://bj.zu.ke.com/zufang/BJ2401248369894244352.html
整租·酒仙桥一街坊 1室1厅 南/北,酒仙桥一街坊,5000元/月,https://bj.zu.ke.com/zufang/BJ2401233379040706560.html
整租·金隅丽景园 1室1厅 西,金隅丽景园,4800元/月,https://bj.zu.ke.com/zufang/BJ2402178517581438976.html
独栋·条玛青年公寓 条玛青年公寓北京立水桥二期 温馨户型 开间,条玛青年公寓北京立水桥二期,3900-4100元/月,https://bj.zu.ke.com/apartment/23033.html
整租·盛嘉华苑 2室1厅 东,盛嘉华苑,3000元/月,https://bj.zu.ke.com/zufang/BJ2401453695167365120.html
独栋·贝客公寓 立水桥店 A户型 1室1厅,立水桥,3520-4500元/月,https://bj.zu.ke.com/apartment/12078.html
整租·安宁佳园 1室0厅 北,安宁佳园,4500元/月,https://bj.zu.ke.com/zufang/BJ2403605889740447744.html
整租·嘉园三里 1室1厅 东,嘉园三里,4600元/月,https://bj.zu.ke.com/zufang/BJ2402075991251369984.html
整租·五芳园 1室1厅 南,五芳园,3500元/月,https://bj.zu.ke.com/zufang/BJ2401354682774855680.html
整租·燕保祈东家园 2室1厅 南,燕保祈东家园,5000元/月,https://bj.zu.ke.com/zufang/BJ2401286523220926464.html
整租·幸福艺居 1室1厅 南/北,幸福艺居,3200元/月,https://bj.zu.ke.com/zufang/BJ2402022566371278848.html
整租·北街家园六区 1室0厅 西,北街家园六区,2400元/月,https://bj.zu.ke.com/zufang/BJ2401362555483734016.html
整租·金丰园 1室1厅 南,金丰园,4600元/月,https://bj.zu.ke.com/zufang/BJ2403370770236710912.html
独栋·ZOME己美·严选 东夏园地铁站店 雅致套房 开间,东夏园地铁站,1500元/月,https://bj.zu.ke.com/apartment/14857.html
整租·金星小区 2室1厅 南/北,金星小区,4600元/月,https://bj.zu.ke.com/zufang/BJ2401377016588288000.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 拎包入住暖气开间 开间,窝趣北京高碑,2390-2940元/月,https://bj.zu.ke.com/apartment/6272.html
整租·钟鼓胡同 1室1厅 南,钟鼓胡同,3500元/月,https://bj.zu.ke.com/zufang/BJ2401477509636947968.html
独栋·窝趣轻社区 窝趣大兴联邦商务中心店 阳光大窗A 开间,窝趣大兴联邦商务中心,2700-3750元/月,https://bj.zu.ke.com/apartment/24883.html
整租·东潞苑 2室2厅 南/北,东潞苑,3500元/月,https://bj.zu.ke.com/zufang/BJ2401495119573286912.html
独栋·ZOME己美·严选 北京良乡大学城店 极致套房 开间,北京良乡大学城,880元/月,https://bj.zu.ke.com/apartment/21708.html
独栋·ZOME己美·严选 北京东夏园地铁站三店 雅致套房 开间,北京东夏园地铁站,1400-1600元/月,https://bj.zu.ke.com/apartment/21736.html
独栋·朗诗寓 昌平政法大学店 学院风 开间,昌平政法大学,2500-2750元/月,https://bj.zu.ke.com/apartment/22091.html
整租·阜成门外大街 1室0厅 北,阜成门外大街,2500元/月,https://bj.zu.ke.com/zufang/BJ2402085882644398080.html
独栋·ZOME己美·严选 北京新宫地铁站三店 精致套房 开间,北京新宫地铁站,2480-2880元/月,https://bj.zu.ke.com/apartment/19566.html
整租·管庄东里 1室1厅 西/北,管庄东里,3900元/月,https://bj.zu.ke.com/zufang/BJ2404126445916913664.html
独栋·湾流国际青年社区 Harbour空港社区 可押一付一 开间,Harbour空港社区,2200元/月,https://bj.zu.ke.com/apartment/7169.html
整租·世嘉丽晶 1室1厅 南,世嘉丽晶,3800元/月,https://bj.zu.ke.com/zufang/BJ2403499289793282048.html
独栋·魔方公寓 北京亦庄荣京道店 一居室(精致典雅) 1室1厅,北京亦庄荣京道,3364-3789元/月,https://bj.zu.ke.com/apartment/22511.html
整租·荔景园 1室1厅 南,荔景园,3600元/月,https://bj.zu.ke.com/zufang/BJ2402104813937762304.html
整租·古城南路 1室1厅 南,古城南路,3900元/月,https://bj.zu.ke.com/zufang/BJ2402835959441006592.html
整租·高家园三区 1室1厅 南,高家园三区,5000元/月,https://bj.zu.ke.com/zufang/BJ2401200456446779392.html
整租·新城阳光 1室1厅 南,新城阳光,3500元/月,https://bj.zu.ke.com/zufang/BJ2401344418582888448.html
整租·龙冠冠华苑 2室1厅 南/北,龙冠冠华苑,3700元/月,https://bj.zu.ke.com/zufang/BJ2401376281435578368.html
独栋·窝趣轻社区 窝趣大兴联邦商务中心店 阳光大窗A 开间,窝趣大兴联邦商务中心,2700-3750元/月,https://bj.zu.ke.com/apartment/24883.html
整租·周庄嘉园6号院 1室1厅 南,周庄嘉园6号院,4800元/月,https://bj.zu.ke.com/zufang/BJ2401364934098157568.html
独栋·ZOME己美·严选 北京良乡大学城店 极致套房 开间,北京良乡大学城,880元/月,https://bj.zu.ke.com/apartment/21708.html
整租·瀛海家园融园D区 2室1厅 南/北,瀛海家园融园D区,3500元/月,https://bj.zu.ke.com/zufang/BJ2401405071063007232.html
整租·石门营新区七区东苑 1室1厅 南,石门营新区七区东苑,2600元/月,https://bj.zu.ke.com/zufang/BJ2402056493206872064.html
整租·富莱茵花园 2室1厅 南/西,富莱茵花园,5000元/月,https://bj.zu.ke.com/zufang/BJ2402211733994749952.html
整租·林校北里 2室1厅 东/西,林校北里,3500元/月,https://bj.zu.ke.com/zufang/BJ2401906419760119808.html
整租·清源西里 1室1厅 南,清源西里,3000元/月,https://bj.zu.ke.com/zufang/BJ2402784769445740544.html
整租·杨庄北区 1室1厅 南/北,杨庄北区,4300元/月,https://bj.zu.ke.com/zufang/BJ2402808643608117248.html
整租·港馨家园西区 2室1厅 南/北,港馨家园西区,3200元/月,https://bj.zu.ke.com/zufang/BJ2404181027905085440.html
独栋·ZOME己美·严选 北京东夏园地铁站三店 雅致套房 开间,北京东夏园地铁站,1400-1600元/月,https://bj.zu.ke.com/apartment/21736.html
整租·上东上层 1室1厅 南/西/北,上东上层,5000元/月,https://bj.zu.ke.com/zufang/BJ2401947768626626560.html
独栋·条玛青年公寓 条玛青年公寓北京双桥店 经典户型 开间,条玛青年公寓北京双桥,3100-3500元/月,https://bj.zu.ke.com/apartment/23059.html
整租·莲水怡园 1室1厅 南/北,莲水怡园,3400元/月,https://bj.zu.ke.com/zufang/BJ2402716531994927104.html
独栋·冠寓 北京亚运村关庄店 北欧朋克开间B 开间,北京亚运村关庄,3810元/月,https://bj.zu.ke.com/apartment/13598.html
整租·10AM新坐标 1室0厅 南,10AM新坐标,4700元/月,https://bj.zu.ke.com/zufang/BJ2401271151247491072.html
独栋·ZOME己美·严选 北京朱辛庄地铁站三店 精致套房 开间,北京朱辛庄地铁站,1780-2080元/月,https://bj.zu.ke.com/apartment/16522.html
独栋·ZOME己美·精选 中关村上地产业园店 极致套房 开间,中关村上地产业园,3400元/月,https://bj.zu.ke.com/apartment/15834.html
独栋·魔方公寓 北京北苑店 一居室(精致阳光) 1室1厅,北京北苑,4258-4858元/月,https://bj.zu.ke.com/apartment/22522.html
整租·新兴家园 2室1厅 南/西,新兴家园,4300元/月,https://bj.zu.ke.com/zufang/BJ2402690995109240832.html
独栋·泊寓 空港店 Standard 1室1厅,空港,1700-2000元/月,https://bj.zu.ke.com/apartment/24511.html
整租·北京青年城 1室0厅 北,北京青年城,4500元/月,https://bj.zu.ke.com/zufang/BJ2402121211066204160.html
独栋·条玛青年公寓 条玛青年公寓北京双桥店 时尚户型 开间,条玛青年公寓北京双桥,3200-3400元/月,https://bj.zu.ke.com/apartment/23059.html
整租·荣丰2008 1室0厅 东,荣丰2008,3900元/月,https://bj.zu.ke.com/zufang/BJ2401409693084811264.html
独栋·ZOME己美·严选 北京星城地铁站二店 清新·loft 开间,北京星城地铁站,1100元/月,https://bj.zu.ke.com/apartment/21554.html
整租·十万坪 1室1厅 南,十万坪,2600元/月,https://bj.zu.ke.com/zufang/BJ2402932553993961472.html
整租·泰河园三里 1室1厅 南/北,泰河园三里,3500元/月,https://bj.zu.ke.com/zufang/BJ2401233249503551488.html
整租·周庄嘉园东里C区 1室1厅 南,周庄嘉园东里C区,4500元/月,https://bj.zu.ke.com/zufang/BJ2403418359262609408.html
整租·云景里南大门 1室1厅 南,云景里南大门,3600元/月,https://bj.zu.ke.com/zufang/BJ2401968984984387584.html
整租·北苑135号院 1室1厅 南,北苑135号院,3600元/月,https://bj.zu.ke.com/zufang/BJ2401931495867686912.html
独栋·ZOME己美·严选 北京首经贸地铁站店 极致套房 开间,北京首经贸地铁站,2600元/月,https://bj.zu.ke.com/apartment/22120.html
整租·樱花园二区 1室1厅 南/北,樱花园二区,2400元/月,https://bj.zu.ke.com/zufang/BJ2401908963630391296.html
独栋·条玛青年公寓 条玛青年公寓北京西红门同兴园店 时尚户型 开间,条玛青年公寓北京西红门同兴园,2350-3000元/月,https://bj.zu.ke.com/apartment/23647.html
整租·东泽园 2室1厅 南/北,东泽园,5000元/月,https://bj.zu.ke.com/zufang/BJ2401522121731227648.html
整租·南平里 1室1厅 南,南平里,2900元/月,https://bj.zu.ke.com/zufang/BJ2401282407250018304.html
整租·名佳花园四区 2室1厅 南/北,名佳花园四区,4000元/月,https://bj.zu.ke.com/zufang/BJ2404312459859984384.html
整租·天坛东里南区 2室0厅 东北,天坛东里南区,5000元/月,https://bj.zu.ke.com/zufang/BJ2402023636354736128.html
整租·珠江逸景 2室1厅 南/北,珠江逸景,3400元/月,https://bj.zu.ke.com/zufang/BJ2402668960023068672.html
整租·月季园东里 2室1厅 南/北,月季园东里,2600元/月,https://bj.zu.ke.com/zufang/BJ2401971634014519296.html
整租·海特花园小区 1室1厅 南/北,海特花园小区,3800元/月,https://bj.zu.ke.com/zufang/BJ2402672478716428288.html
独栋·ZOME己美 七里庄地铁站一店 精致套房 开间,七里庄地铁站,2580元/月,https://bj.zu.ke.com/apartment/14879.html
整租·隆盛园 2室1厅 南,隆盛园,2500元/月,https://bj.zu.ke.com/zufang/BJ2401916411330445312.html
独栋·冠寓 北京亚运村关庄店 北欧朋克开间A 开间,北京亚运村关庄,3545元/月,https://bj.zu.ke.com/apartment/13598.html
整租·四方景园五区 1室0厅 北,四方景园五区,4400元/月,https://bj.zu.ke.com/zufang/BJ2403573585991450624.html
独栋·ZOME己美·严选 北京良乡大学城店 精致套房 开间,北京良乡大学城,980元/月,https://bj.zu.ke.com/apartment/21708.html
整租·上潞园 2室1厅 东,上潞园,2700元/月,https://bj.zu.ke.com/zufang/BJ2403547898252886016.html
独栋·ZOME己美·严选 北京星城地铁站一店 精致套房A 开间,北京星城地铁站,750-1050元/月,https://bj.zu.ke.com/apartment/20592.html
独栋·窝趣轻社区 窝趣轻社区方庄店 春节免住7天 开间,窝趣轻社区方庄,3500-3760元/月,https://bj.zu.ke.com/apartment/6263.html
独栋·朗诗寓 国贸劲松地铁站店 个性风 开间,国贸劲松地铁站,4500-5590元/月,https://bj.zu.ke.com/apartment/22093.html
整租·朝阳无限 1室0厅 东,朝阳无限,5000元/月,https://bj.zu.ke.com/zufang/BJ2404340045093289984.html
独栋·ZOME己美·精选 龙泽地铁站店 雅致套房 开间,龙泽地铁站,3880元/月,https://bj.zu.ke.com/apartment/15778.html
整租·南沙滩小区 1室1厅 南,南沙滩小区,5000元/月,https://bj.zu.ke.com/zufang/BJ2402098076568256512.html
独栋·窝趣轻社区 北京回龙观慧聪园店 工业风有房可预订 1室1厅,北京回龙观慧聪园,2700元/月,https://bj.zu.ke.com/apartment/24154.html
整租·周庄嘉园4号院 1室1厅 南,周庄嘉园4号院,4800元/月,https://bj.zu.ke.com/zufang/BJ2401332641615331328.html
独栋·条玛青年公寓 条玛青年公寓北京立水桥二期 温馨户型 开间,条玛青年公寓北京立水桥二期,3900-4100元/月,https://bj.zu.ke.com/apartment/23033.html
整租·彩虹城四区 1室1厅 复式 西,彩虹城四区,4700元/月,https://bj.zu.ke.com/zufang/BJ2402134849424474112.html
整租·卢沟桥南里 2室1厅 南/北,卢沟桥南里,3600元/月,https://bj.zu.ke.com/zufang/BJ2401914385800110080.html
整租·水岸温泉 2室1厅 南/北,水岸温泉,4800元/月,https://bj.zu.ke.com/zufang/BJ2403431995876319232.html
整租·西潞园一里 1室1厅 南,西潞园一里,1800元/月,https://bj.zu.ke.com/zufang/BJ2401212080112795648.html
整租·马连道中里 1室1厅 南,马连道中里,4500元/月,https://bj.zu.ke.com/zufang/BJ2402036444844793856.html
独栋·泊寓 安贞店 Single 1室1厅,安贞,3400元/月,https://bj.zu.ke.com/apartment/24509.html
整租·香悦四季 1房间 东,香悦四季,2100元/月,https://bj.zu.ke.com/zufang/BJ2401925428563951616.html
独栋·窝趣轻社区 窝趣北京高碑店轻社区 双12特价房无中介费 开间,窝趣北京高碑,2190元/月,https://bj.zu.ke.com/apartment/6272.html
整租·炫特嘉园二期 1室0厅 北,炫特嘉园二期,4500元/月,https://bj.zu.ke.com/zufang/BJ2403408790059237376.html
整租·六里桥北里 1室1厅 南,六里桥北里,4600元/月,https://bj.zu.ke.com/zufang/BJ2404117313935908864.html
整租·北街家园六区 2室1厅 西,北街家园六区,3800元/月,https://bj.zu.ke.com/zufang/BJ2401444276002095104.html
整租·御景春天 1室1厅 东,御景春天,4200元/月,https://bj.zu.ke.com/zufang/BJ2402683351568744448.html
整租·晓月新城 1室1厅 东/北,晓月新城,3700元/月,https://bj.zu.ke.com/zufang/BJ2403542105717735424.html
整租·南庭新苑北区 1室1厅 东,南庭新苑北区,4100元/月,https://bj.zu.ke.com/zufang/BJ2401163636362969088.html
整租·看丹苑 1室1厅 南/北,看丹苑,4600元/月,https://bj.zu.ke.com/zufang/BJ2401348082928189440.html
独栋·魔方公寓 北京通州梨园店 一居室(舒适阳光) 1室1厅,北京通州梨园,3298-3407元/月,https://bj.zu.ke.com/apartment/22514.html
整租·蔚园 1室1厅 南,蔚园,4000元/月,https://bj.zu.ke.com/zufang/BJ2403370734752628736.html
独栋·ZOME己美·严选 北京星城地铁站一店 极致套房A 开间,北京星城地铁站,900-950元/月,https://bj.zu.ke.com/apartment/20592.html
整租·北欧印象 1室0厅 西,北欧印象,4000元/月,https://bj.zu.ke.com/zufang/BJ2404174816006643712.html
独栋·ZOME己美·严选 北京陶然亭地铁站店 极致套房 开间,北京陶然亭地铁站,2300元/月,https://bj.zu.ke.com/apartment/17942.html
整租·模式口南里 1室1厅 南,模式口南里,3500元/月,https://bj.zu.ke.com/zufang/BJ2402677369736536064.html
