region,name,position,price,webAddr
东城,整租·城市亮点 1室0厅 北,城市亮点,4700,https://bj.zu.ke.com/zufang/BJ2403385709038936064.html
东城,整租·西仓门胡同 1室0厅 东,西仓门胡同,3300,https://bj.zu.ke.com/zufang/BJ2298444707870810112.html
东城,整租·城市亮点 1室1厅 北,城市亮点,4800,https://bj.zu.ke.com/zufang/BJ2391901529406971904.html
东城,整租·本家润园二期 1房间 北,本家润园二期,4800,https://bj.zu.ke.com/zufang/BJ2394714033266622464.html
东城,整租·东旺胡同 1室1厅 西,东旺胡同,3500,https://bj.zu.ke.com/zufang/BJ2351323473534009344.html
东城,整租·天坛西里东区 2室1厅 南,天坛西里东区,5000,https://bj.zu.ke.com/zufang/BJ2374535661949820928.html
东城,整租·东四块玉北街 1室1厅 东,东四块玉北街,4800,https://bj.zu.ke.com/zufang/BJ2373655053631766528.html
东城,整租·安乐林中街 1室1厅 南,安乐林中街,4700,https://bj.zu.ke.com/zufang/BJ2403544011467137024.html
东城,整租·光明楼 2室0厅 东/西,光明楼,4200,https://bj.zu.ke.com/zufang/BJ2396322225378050048.html
东城,整租·西营房 1室1厅 北,西营房,5000,https://bj.zu.ke.com/zufang/BJ2317308983108706304.html
东城,整租·东旺胡同 1室0厅 北,东旺胡同,4500,https://bj.zu.ke.com/zufang/BJ2378714370353414144.html
东城,整租·新永外文化用品商城 1室1厅 北,新永外文化用品商城,3500,https://bj.zu.ke.com/zufang/BJ2391032216508973056.html
东城,整租·本家润园二期 1室1厅 北,本家润园二期,5000,https://bj.zu.ke.com/zufang/BJ2299306484653637632.html
东城,整租·华人一品阁 1房间 西,华人一品阁,3800,https://bj.zu.ke.com/zufang/BJ2363488417637482496.html
东城,整租·复康南里 2室1厅 南,复康南里,5000,https://bj.zu.ke.com/zufang/BJ2350442799809708032.html
东城,整租·定安里 2室1厅 南,定安里,4500,https://bj.zu.ke.com/zufang/BJ2386692615249862656.html
东城,整租·李村南里 1室1厅 南,李村南里,4000,https://bj.zu.ke.com/zufang/BJ2353511963155775488.html
东城,整租·板厂南里 1室1厅 南,板厂南里,5000,https://bj.zu.ke.com/zufang/BJ2299314848741195776.html
东城,整租·法华南里 1室1厅 东,法华南里,4900,https://bj.zu.ke.com/zufang/BJ2356365108990443520.html
东城,整租·赵府街 1室0厅 西,赵府街,4000,https://bj.zu.ke.com/zufang/BJ2381156740415889408.html
东城,整租·多福巷 1室0厅 南,多福巷,4500,https://bj.zu.ke.com/zufang/BJ2396299154197856256.html
东城,整租·青年湖东里 1室1厅 南,青年湖东里,4500,https://bj.zu.ke.com/zufang/BJ2388206657466810368.html
东城,整租·广渠门内大街 1室2厅 南,广渠门内大街,5000,https://bj.zu.ke.com/zufang/BJ2325784927842336768.html
东城,整租·钟鼓胡同 1室0厅 西,钟鼓胡同,1500,https://bj.zu.ke.com/zufang/BJ2404218731250327552.html
东城,整租·天坛西里东区 1室1厅 南/北,天坛西里东区,4800,https://bj.zu.ke.com/zufang/BJ2390358132615282688.html
东城,整租·西四块玉 2室0厅 东/西,西四块玉,4300,https://bj.zu.ke.com/zufang/BJ2404137072002088960.html
东城,整租·向新西里 1室1厅 南,向新西里,4600,https://bj.zu.ke.com/zufang/BJ2348530553458278400.html
东城,整租·九道湾北巷 1室0厅 南,九道湾北巷,2700,https://bj.zu.ke.com/zufang/BJ2388247030637273088.html
东城,整租·北沟沿 1室0厅 南,北沟沿,3500,https://bj.zu.ke.com/zufang/BJ2357151271263682560.html
东城,整租·天坛西里东区 1室1厅 南,天坛西里东区,4300,https://bj.zu.ke.com/zufang/BJ2386271295156256768.html
东城,整租·东四十条 2室0厅 南,东四十条,5000,https://bj.zu.ke.com/zufang/BJ2214513548338397184.html
东城,整租·草厂头条7号院 1室1厅 南,草厂头条7号院,3800,https://bj.zu.ke.com/zufang/BJ2396272840769798144.html
东城,整租·天坛西里东区 1室1厅 南,天坛西里东区,4300,https://bj.zu.ke.com/zufang/BJ2386271295156256768.html
东城,整租·夕照寺中街 1室1厅 南/北,夕照寺中街,5000,https://bj.zu.ke.com/zufang/BJ2386718929055137792.html
东城,整租·新永外文化用品商城 1室1厅 北,新永外文化用品商城,3500,https://bj.zu.ke.com/zufang/BJ2391032216508973056.html
东城,整租·车站路6号院 2室1厅 南/北,车站路6号院,5000,https://bj.zu.ke.com/zufang/BJ2367952493154926592.html
东城,整租·左安浦园 1室1厅 北,左安浦园,5000,https://bj.zu.ke.com/zufang/BJ2404271158330392576.html
东城,整租·秦老胡同 1室0厅 东,秦老胡同,2700,https://bj.zu.ke.com/zufang/BJ2401944732403515392.html
东城,整租·左安浦园 1室0厅 北,左安浦园,4200,https://bj.zu.ke.com/zufang/BJ2378186061793722368.html
东城,整租·天坛西里东区 1室1厅 南,天坛西里东区,4200,https://bj.zu.ke.com/zufang/BJ2383154558471258112.html
东城,整租·宝华家园 1室1厅 东,宝华家园,4800,https://bj.zu.ke.com/zufang/BJ2388918831872475136.html
东城,整租·自由季 1房间 西,自由季,4500,https://bj.zu.ke.com/zufang/BJ2394235159764541440.html
东城,整租·西草市东街甲34号院 1室1厅 南,西草市东街甲34号院,4300,https://bj.zu.ke.com/zufang/BJ2391805204288258048.html
东城,整租·普渡寺后巷 1室1厅 西,普渡寺后巷,5000,https://bj.zu.ke.com/zufang/BJ2408515415895441408.html
东城,整租·香河园北里 1室1厅 东,香河园北里,5000,https://bj.zu.ke.com/zufang/BJ2357228913434042368.html
东城,整租·景泰西里 2室1厅 南/北,景泰西里,4700,https://bj.zu.ke.com/zufang/BJ2399861497615351808.html
东城,整租·新奥洋房 1室0厅 北,新奥洋房,4000,https://bj.zu.ke.com/zufang/BJ2384778418370641920.html
东城,整租·和平里七区 1室1厅 东/西,和平里七区,5000,https://bj.zu.ke.com/zufang/BJ2365789972785020928.html
东城,整租·天坛东里南区 2室0厅 东北,天坛东里南区,5000,https://bj.zu.ke.com/zufang/BJ2402023636354736128.html
东城,整租·琉璃井东街 1室1厅 南,琉璃井东街,3800,https://bj.zu.ke.com/zufang/BJ2319429722255671296.html
东城,整租·富莱茵花园 2室1厅 南,富莱茵花园,5000,https://bj.zu.ke.com/zufang/BJ2357102393655050240.html
东城,整租·定安里 1室1厅 东南,定安里,4500,https://bj.zu.ke.com/zufang/BJ2409434856682962944.html
东城,整租·华人一品阁 1房间 西,华人一品阁,3600,https://bj.zu.ke.com/zufang/BJ2330148768084656128.html
东城,整租·长青园 1室1厅 南/北,长青园,4600,https://bj.zu.ke.com/zufang/BJ2374400154808885248.html
东城,整租·左安浦园 1室1厅 北,左安浦园,4600,https://bj.zu.ke.com/zufang/BJ2402784826840596480.html
东城,整租·管村10号 2室1厅 南/北,管村10号,5000,https://bj.zu.ke.com/zufang/BJ2384521724231155712.html
西城,整租·车站西街1号院 1室1厅 北,车站西街1号院,5000,https://bj.zu.ke.com/zufang/BJ2411644268155510784.html
西城,独栋·ZOME己美·严选 北京陶然亭地铁站店 极致套房 开间,北京陶然亭地铁站,2300,https://bj.zu.ke.com/apartment/17942.html
西城,整租·椿树馆街35号院 1室1厅 南,椿树馆街35号院,4500,https://bj.zu.ke.com/zufang/BJ2410873250969567232.html
西城,独栋·ZOME己美 宣武门地铁站店 极致套房 开间,宣武门地铁站,2900,https://bj.zu.ke.com/apartment/15643.html
西城,整租·荣丰2008 1室0厅 西,荣丰2008,5000,https://bj.zu.ke.com/zufang/BJ2409993626726965248.html
西城,独栋·ZOME己美 宣武门地铁站二店 雅致套房 开间,宣武门地铁站,3880,https://bj.zu.ke.com/apartment/14876.html
西城,整租·白菜湾四巷17号院 1室1厅 东/南,白菜湾四巷17号院,4700,https://bj.zu.ke.com/zufang/BJ2410021781722644480.html
西城,整租·天桥北里 1室1厅 西,天桥北里,4800,https://bj.zu.ke.com/zufang/BJ2409362392741330944.html
西城,整租·德宝新园 1室1厅 东南,德宝新园,5000,https://bj.zu.ke.com/zufang/BJ2409432979765477376.html
西城,整租·北欧印象 1室1厅 西,北欧印象,4800,https://bj.zu.ke.com/zufang/BJ2409173952409903104.html
西城,整租·车站西街1号院 1室1厅 南,车站西街1号院,5000,https://bj.zu.ke.com/zufang/BJ2397671501282689024.html
西城,独栋·ZOME己美 广安门地铁站店 雅致套房 开间,广安门地铁站,3480,https://bj.zu.ke.com/apartment/14877.html
西城,整租·乐城 1室0厅 北,乐城,4500,https://bj.zu.ke.com/zufang/BJ2388836468686077952.html
西城,整租·京铁和园 1室1厅 西,京铁和园,4960,https://bj.zu.ke.com/zufang/BJ2400361177122078720.html
西城,整租·广安门外车站东街 2室1厅 南/北,广安门外车站东街,5000,https://bj.zu.ke.com/zufang/BJ2402647099151237120.html
西城,整租·四平园 1室1厅 南,四平园,4900,https://bj.zu.ke.com/zufang/BJ2363614526978932736.html
西城,整租·右安门内西街1号院 1室1厅 南/北,右安门内西街1号院,4700,https://bj.zu.ke.com/zufang/BJ2394944723325829120.html
西城,整租·右安门内西街甲10号院 2室1厅 南/北,右安门内西街甲10号院,4500,https://bj.zu.ke.com/zufang/BJ2338320197968207872.html
西城,整租·荣丰2008 1室0厅 东,荣丰2008,3900,https://bj.zu.ke.com/zufang/BJ2401409693084811264.html
西城,整租·右安门内西街1号院 2室1厅 西,右安门内西街1号院,4800,https://bj.zu.ke.com/zufang/BJ2404974642574917632.html
西城,整租·手帕口西一巷 2室1厅 南/北,手帕口西一巷,2500,https://bj.zu.ke.com/zufang/BJ2386697598602838016.html
西城,整租·京铁和园 1室1厅 东,京铁和园,4990,https://bj.zu.ke.com/zufang/BJ2384979839653249024.html
西城,整租·平原里小区 1室1厅 东/西,平原里小区,5000,https://bj.zu.ke.com/zufang/BJ2369555377475035136.html
西城,整租·京铁和园 1室1厅 西,京铁和园,4930,https://bj.zu.ke.com/zufang/BJ2406639204236009472.html
西城,整租·天宁寺西里 1室1厅 东,天宁寺西里,4500,https://bj.zu.ke.com/zufang/BJ2354964571787370496.html
西城,整租·京铁和园 1室1厅 西,京铁和园,4990,https://bj.zu.ke.com/zufang/BJ2393193614055309312.html
西城,整租·湾子街社区 1室1厅 南,湾子街社区,4300,https://bj.zu.ke.com/zufang/BJ2401994345113714688.html
西城,整租·茶贸国际中心 1室1厅 东,茶贸国际中心,4530,https://bj.zu.ke.com/zufang/BJ2383182363753717760.html
西城,整租·茶贸国际中心 1室1厅 北,茶贸国际中心,4430,https://bj.zu.ke.com/zufang/BJ2376253165894385664.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4230,https://bj.zu.ke.com/zufang/BJ2201955025159733248.html
西城,整租·四平园 1室1厅 东,四平园,5000,https://bj.zu.ke.com/zufang/BJ2346412554508836864.html
西城,整租·茶贸国际中心 1室1厅 北,茶贸国际中心,4430,https://bj.zu.ke.com/zufang/BJ2329370600801304576.html
西城,整租·茶贸国际中心 2房间 东南,茶贸国际中心,4200,https://bj.zu.ke.com/zufang/BJ2398274292249788416.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4490,https://bj.zu.ke.com/zufang/BJ2246117071413059584.html
西城,整租·手帕口西一巷 2室1厅 南/北,手帕口西一巷,2500,https://bj.zu.ke.com/zufang/BJ2386697598602838016.html
西城,整租·右安门内西街 1室1厅 南,右安门内西街,4790,https://bj.zu.ke.com/zufang/BJ2200645364799766528.html
西城,整租·茶贸国际中心 1房间 东,茶贸国际中心,4000,https://bj.zu.ke.com/zufang/BJ2402020578447343616.html
西城,整租·马连道东街 2室1厅 南,马连道东街,5000,https://bj.zu.ke.com/zufang/BJ2373762461770711040.html
西城,整租·荣丰2008 1室0厅 东,荣丰2008,3900,https://bj.zu.ke.com/zufang/BJ2401409693084811264.html
西城,整租·德胜佳苑 1室0厅 南,德胜佳苑,2500,https://bj.zu.ke.com/zufang/BJ2403344911756689408.html
西城,整租·乐城 1室0厅 北,乐城,4500,https://bj.zu.ke.com/zufang/BJ2388836468686077952.html
西城,整租·荣丰2008 1室1厅 南,荣丰2008,4690,https://bj.zu.ke.com/zufang/BJ2263906878927421440.html
西城,整租·右安门内西街 1室1厅 南,右安门内西街,4000,https://bj.zu.ke.com/zufang/BJ2299296982415712256.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4560,https://bj.zu.ke.com/zufang/BJ2396420028217442304.html
西城,整租·平原里小区 1室1厅 东/西,平原里小区,5000,https://bj.zu.ke.com/zufang/BJ2369555377475035136.html
西城,整租·天宁寺西里 1室1厅 东,天宁寺西里,4500,https://bj.zu.ke.com/zufang/BJ2354964571787370496.html
西城,整租·平原里小区 1室1厅 西,平原里小区,4800,https://bj.zu.ke.com/zufang/BJ2362067045698781184.html
西城,整租·半步桥13号院 3室0厅 东南,半步桥13号院,5000,https://bj.zu.ke.com/zufang/BJ2404098958872805376.html
西城,整租·荣丰2008 1室1厅 复式 北,荣丰2008,3200,https://bj.zu.ke.com/zufang/BJ2375379735322050560.html
西城,整租·西便门东里 1室1厅 南,西便门东里,5000,https://bj.zu.ke.com/zufang/BJ2367276402715131904.html
西城,整租·乐城 1室0厅 北,乐城,4600,https://bj.zu.ke.com/zufang/BJ2402035049307308032.html
西城,整租·茶贸国际中心 1室1厅 北,茶贸国际中心,4290,https://bj.zu.ke.com/zufang/BJ2349942335472664576.html
西城,整租·马连道北街 2室1厅 南,马连道北街,4900,https://bj.zu.ke.com/zufang/BJ2364302665741516800.html
西城,整租·白菜湾四巷17号院 1室1厅 东,白菜湾四巷17号院,4990,https://bj.zu.ke.com/zufang/BJ2349339649396719616.html
西城,整租·荣丰2008 1室1厅 跃层 南,荣丰2008,3500,https://bj.zu.ke.com/zufang/BJ2379549560348884992.html
西城,整租·荣丰2008 1室1厅 东,荣丰2008,4290,https://bj.zu.ke.com/zufang/BJ2201962376331264000.html
西城,整租·荣丰2008 1室0厅 西,荣丰2008,4500,https://bj.zu.ke.com/zufang/BJ2389770797004111872.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,3960,https://bj.zu.ke.com/zufang/BJ2201962580702920704.html
西城,整租·荣丰2008 1室1厅 南,荣丰2008,4890,https://bj.zu.ke.com/zufang/BJ2392468118657310720.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4690,https://bj.zu.ke.com/zufang/BJ2392468136759656448.html
西城,整租·右安门内西街甲2号院 1室1厅 南,右安门内西街甲2号院,4600,https://bj.zu.ke.com/zufang/BJ2378824542488633344.html
西城,整租·白菜湾社区 1室1厅 东,白菜湾社区,4890,https://bj.zu.ke.com/zufang/BJ2225342217076080640.html
西城,整租·三义东里 1室1厅 南,三义东里,5000,https://bj.zu.ke.com/zufang/BJ2355769490341904384.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4130,https://bj.zu.ke.com/zufang/BJ2068872575840157696.html
西城,整租·茶贸国际中心 2房间 东南,茶贸国际中心,4200,https://bj.zu.ke.com/zufang/BJ2398274292249788416.html
西城,整租·荣丰2008 1室1厅 西,荣丰2008,4390,https://bj.zu.ke.com/zufang/BJ2239948293998116864.html
西城,整租·四平园 1室1厅 东,四平园,5000,https://bj.zu.ke.com/zufang/BJ2346412554508836864.html
西城,整租·手帕口西一巷 2室1厅 南/北,手帕口西一巷,2500,https://bj.zu.ke.com/zufang/BJ2386697598602838016.html
西城,整租·荣丰2008 1室0厅 东,荣丰2008,3900,https://bj.zu.ke.com/zufang/BJ2401409693084811264.html
西城,整租·红莲南里 2室1厅 南,红莲南里,4800,https://bj.zu.ke.com/zufang/BJ2388927336310644736.html
西城,整租·乐城 1室1厅 西南,乐城,5000,https://bj.zu.ke.com/zufang/BJ2404229239500185600.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4760,https://bj.zu.ke.com/zufang/BJ2202637482300801024.html
西城,整租·北纬路52号院 1室1厅 南,北纬路52号院,4000,https://bj.zu.ke.com/zufang/BJ2380397906357125120.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4630,https://bj.zu.ke.com/zufang/BJ2403319853852131328.html
西城,整租·右安门内西街甲2号院 1室1厅 南,右安门内西街甲2号院,4800,https://bj.zu.ke.com/zufang/BJ2396300782149304320.html
西城,整租·红居斜街 2室1厅 南/北,红居斜街,4600,https://bj.zu.ke.com/zufang/BJ2389157399530848256.html
西城,整租·荣丰2008 1室0厅 北,荣丰2008,4200,https://bj.zu.ke.com/zufang/BJ2354236496279773184.html
西城,整租·考拉社区 1室0厅 西,考拉社区,4200,https://bj.zu.ke.com/zufang/BJ2163163635348938752.html
西城,整租·第三区 1房间 北,第三区,4800,https://bj.zu.ke.com/zufang/BJ2346281361335664640.html
西城,整租·车站西街13号院 1室1厅 南/北,车站西街13号院,3900,https://bj.zu.ke.com/zufang/BJ2400702920547893248.html
西城,整租·禄长街头条19号院 1室1厅 南,禄长街头条19号院,4500,https://bj.zu.ke.com/zufang/BJ2328320815399452672.html
西城,整租·荣丰2008 1室1厅 南,荣丰2008,4190,https://bj.zu.ke.com/zufang/BJ2218909604854120448.html
西城,整租·右安门内西街 1室1厅 南,右安门内西街,4500,https://bj.zu.ke.com/zufang/BJ2407068021606072320.html
西城,整租·茶贸国际中心 1室1厅 北,茶贸国际中心,4430,https://bj.zu.ke.com/zufang/BJ2324163768243986432.html
西城,整租·荣丰2008 1室0厅 东,荣丰2008,4300,https://bj.zu.ke.com/zufang/BJ2404407187662716928.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4760,https://bj.zu.ke.com/zufang/BJ2324116063673131008.html
西城,整租·茶贸国际中心 1房间 北,茶贸国际中心,4000,https://bj.zu.ke.com/zufang/BJ2399221536885587968.html
西城,整租·荣丰2008 1室1厅 北,荣丰2008,4760,https://bj.zu.ke.com/zufang/BJ2393193675610914816.html
西城,整租·北欧印象 1室1厅 东北,北欧印象,4860,https://bj.zu.ke.com/zufang/BJ2200642493052633088.html
西城,独栋·城家公寓 城家公寓北京天宁寺店 一居室内景大床房 开间,城家公寓北京天宁寺,4400,https://bj.zu.ke.com/apartment/23243.html
西城,整租·灵佑胡同 1室1厅 南/北,灵佑胡同,5000,https://bj.zu.ke.com/zufang/BJ2363055881580716032.html
西城,独栋·城家公寓 城家公寓北京天宁寺店 一居室经济大床房 开间,城家公寓北京天宁寺,4400,https://bj.zu.ke.com/apartment/23243.html
西城,整租·北欧印象 1室1厅 西北,北欧印象,4500,https://bj.zu.ke.com/zufang/BJ2407808330950524928.html
西城,独栋·乐乎城市青年社区 乐乎有朋·广安门店 朝花夕拾 1室1厅,乐乎有朋·广安门,3850,https://bj.zu.ke.com/apartment/25305.html
西城,整租·荣丰2008 1室0厅 南,荣丰2008,5000,https://bj.zu.ke.com/zufang/BJ2407824633362382848.html
西城,独栋·城家公寓 城家公寓北京天宁寺店 单人房 开间,城家公寓北京天宁寺,4600,https://bj.zu.ke.com/apartment/23243.html
西城,整租·北欧印象 1室0厅 北,北欧印象,4500,https://bj.zu.ke.com/zufang/BJ2392618391568924672.html
西城,整租·湾子街社区 1室1厅 东/西,湾子街社区,4600,https://bj.zu.ke.com/zufang/BJ2401927237776711680.html
西城,整租·荣丰2008 1室0厅 西,荣丰2008,4500,https://bj.zu.ke.com/zufang/BJ2389770797004111872.html
西城,整租·北欧印象 1室0厅 北,北欧印象,4800,https://bj.zu.ke.com/zufang/BJ2408627079785480192.html
西城,整租·四平园 1室1厅 南,四平园,5000,https://bj.zu.ke.com/zufang/BJ2404233376350879744.html
西城,独栋·乐乎城市青年社区 乐乎有朋·广安门店 暗里着迷 1室1厅,乐乎有朋·广安门,3850,https://bj.zu.ke.com/apartment/25305.html
西城,整租·荣丰2008 1室1厅 西,荣丰2008,4200,https://bj.zu.ke.com/zufang/BJ2393471815612628992.html
西城,独栋·乐乎城市青年社区 乐乎有朋·广安门店 步步高升 1室1厅,乐乎有朋·广安门,3850,https://bj.zu.ke.com/apartment/25305.html
西城,整租·恬心家园 1室0厅 东,恬心家园,5000,https://bj.zu.ke.com/zufang/BJ2396354488668520448.html
西城,整租·乐城 1室0厅 北,乐城,4200,https://bj.zu.ke.com/zufang/BJ2323799843015245824.html
西城,整租·车站西街17号院 1室1厅 南,车站西街17号院,4300,https://bj.zu.ke.com/zufang/BJ2363541235106856960.html
西城,整租·马连道中里 1室1厅 南,马连道中里,4500,https://bj.zu.ke.com/zufang/BJ2402036444844793856.html
西城,整租·华仁路小区 1室1厅 南,华仁路小区,4500,https://bj.zu.ke.com/zufang/BJ2397764415156912128.html
西城,整租·前半壁街 1室0厅 南,前半壁街,5000,https://bj.zu.ke.com/zufang/BJ2269559512640274432.html
西城,整租·马连道北街 2室1厅 南,马连道北街,5000,https://bj.zu.ke.com/zufang/BJ2277444960657874944.html
